Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
01/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
01/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
01/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/10/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
01/10/2020,LS6,LS6 4,MUSIC,Out ofHours,Out ofHours
01/10/2020,LS9,LS9 7,OTHER,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 6,TV,Out ofHours,Out ofHours
02/10/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
02/10/2020,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/10/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 2,ALARM,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 9,DIY,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/10/2020,LS18,LS18 5,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
02/10/2020,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
02/10/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
02/10/2020,LS11,LS11 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/10/2020,LS10,LS10 3,OTHER,Out ofHours,Out ofHours
02/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
02/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
02/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
02/10/2020,LS28,LS28 9,ALARM,Out ofHours,Out ofHours
03/10/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
03/10/2020,LS13,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/10/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
03/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/10/2020,LS15,LS15 7,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 0,DIY,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS12,LS12 4,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/10/2020,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS5,LS5 3,PARTY,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS28,LS28 7,SHOUTING,Out ofHours,Out ofHours
03/10/2020,LS9,LS9 6,OTHER,Out ofHours,Out ofHours
03/10/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
03/10/2020,LS10,LS10 1,PARTY,Out ofHours,Out ofHours
04/10/2020,BD11,BD11 1,MUSIC,Out ofHours,Out ofHours
04/10/2020,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
04/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
04/10/2020,BD11,BD11 1,MUSIC,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 6,DOG BARKING,Out ofHours,Out ofHours
04/10/2020,LS5,LS5 3,DOG BARKING,Out ofHours,Out ofHours
04/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
04/10/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
04/10/2020,LS13,LS13 4,PARTY,Out ofHours,Out ofHours
04/10/2020,LS12,LS12 4,SHOUTING,Out ofHours,Out ofHours
04/10/2020,LS6,LS6 1,ALARM,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 7,DIY,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 7,DIY,Out ofHours,Out ofHours
04/10/2020,LS11,LS11 9,PARTY,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
04/10/2020,LS9,LS9 7,TV,Out ofHours,Out ofHours
04/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
05/10/2020,LS3,LS3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
05/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/10/2020,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS8,LS8 2,DOG BARKING,Out ofHours,Out ofHours
05/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
05/10/2020,WF3,WF3 1,TV,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS12,LS12 4,SHOUTING,Out ofHours,Out ofHours
05/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/10/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/10/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
06/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/10/2020,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
06/10/2020,LS20,LS20 9,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS11,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/10/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
06/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/10/2020,LS17,LS17 5,SHOUTING,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS14,LS14 5,SHOUTING,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS8,LS8 2,ALARM,Out ofHours,Out ofHours
07/10/2020,LS20,LS20 9,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
07/10/2020,LS14,LS14 5,DOG BARKING,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS8,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/10/2020,LS10,LS10 4,OTHER,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS15,LS15 0,TV,Out ofHours,Out ofHours
07/10/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
07/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS14,LS14 5,SHOUTING,Out ofHours,Out ofHours
08/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS7,LS7 1,SHOUTING,Out ofHours,Out ofHours
08/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS14,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/10/2020,LS6,LS6 4,TV,Out ofHours,Out ofHours
08/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/10/2020,LS10,LS10 2,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
08/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS20,LS20 9,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS5,LS5 0,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS14,LS14 5,DOG BARKING,Out ofHours,Out ofHours
08/10/2020,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
08/10/2020,LS11,LS11 7,DIY,Out ofHours,Out ofHours
08/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/10/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
09/10/2020,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 7,PARTY,Out ofHours,Out ofHours
09/10/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS25,LS25 1,PARTY,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS9,LS9 8,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 7,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/10/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
09/10/2020,LS14,LS14 6,PARTY,Out ofHours,Out ofHours
10/10/2020,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS2,LS2 9,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS18,LS18 5,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS9,LS9 9,DIY,Out ofHours,Out ofHours
10/10/2020,LS13,LS13 4,OTHER,Out ofHours,Out ofHours
10/10/2020,LS15,LS15 9,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS7,LS7 4,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS26,LS26 0,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/10/2020,LS12,LS12 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS16,LS16 6,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/10/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,WF3,WF3 2,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS15,LS15 9,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/10/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS9,LS9 9,DIY,Out ofHours,Out ofHours
11/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/10/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS11,LS11 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/10/2020,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/10/2020,BD11,BD11 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS11,LS11 9,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS15,LS15 0,TV,Out ofHours,Out ofHours
11/10/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS18,LS18 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,BD11,BD11 1,MUSIC,Out ofHours,Out ofHours
11/10/2020,LS28,LS28 5,SHOUTING,Out ofHours,Out ofHours
12/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS17,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/10/2020,LS18,LS18 5,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS9,LS9 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/10/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS20,LS20 9,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS16,LS16 6,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
12/10/2020,LS11,LS11 0,DIY,Out ofHours,Out ofHours
12/10/2020,LS9,LS9 7,TV,Out ofHours,Out ofHours
12/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS10,LS10 1,PARTY,Out ofHours,Out ofHours
12/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
12/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/10/2020,LS15,LS15 8,ALARM,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
13/10/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS14,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS14,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS13,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS11,LS11 9,TV,Out ofHours,Out ofHours
13/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
13/10/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
13/10/2020,LS8,LS8 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS11,LS11 7,ALARM,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS15,LS15 8,ALARM,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
14/10/2020,LS1,LS1 5,ALARM,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS10,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/10/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
14/10/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
14/10/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS9,LS9 9,BUILDING SITE,Out ofHours,Out ofHours
14/10/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
14/10/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/10/2020,LS11,LS11 0,DIY,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/10/2020,LS10,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/10/2020,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
14/10/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
15/10/2020,LS8,LS8 5,SHOUTING,Out ofHours,Out ofHours
