Created1,Caller Postcode,Accused Postcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
02/07/2023,LS10,LS10 3,SHOUTING,Out ofHours,Out ofHours
02/07/2023,LS8,LS8 3,TV,Out ofHours,Out ofHours
02/07/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS8,LS8 3,SHOUTING,Out ofHours,Out ofHours
02/07/2023,LS9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,BD4,BD4 0,PARTY,Out ofHours,Out ofHours
02/07/2023,LS20,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/07/2023,LS10,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
02/07/2023,LS10,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS11,LS11 5,OTHER,Out ofHours,Out ofHours
02/07/2023,LS13,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS25,LS25 1,DIY,Out ofHours,Out ofHours
02/07/2023,,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/07/2023,LS27,LS27 0,DOG BARKING,Out ofHours,Out ofHours
02/07/2023,LS28,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
02/07/2023,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
02/07/2023,LS11,LS11 5,PARTY,Out ofHours,Out ofHours
02/07/2023,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
02/07/2023,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
01/07/2023,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
01/07/2023,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
01/07/2023,LS10,LS10 3,DOG BARKING,Out ofHours,Out ofHours
01/07/2023,LS10,LS10 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 3,PARTY,Out ofHours,Out ofHours
01/07/2023,LS8,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/07/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS28,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS18,LS18 5,PARTY,Out ofHours,Out ofHours
01/07/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS8,LS8 3,TV,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/07/2023,WF10,WF10 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS15,LS15 0,PARTY,Out ofHours,Out ofHours
01/07/2023,LS20,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 2,ALARM,Out ofHours,Out ofHours
01/07/2023,BD11,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS15,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
01/07/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS18,LS18 5,PARTY,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS27,LS27 0,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
01/07/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS7,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS25,LS25 1,DIY,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS14,LS14 2,PARTY,Out ofHours,Out ofHours
01/07/2023,LS18,LS18 5,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS7,LS7 2,SHOUTING,Out ofHours,Out ofHours
01/07/2023,LS6,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
01/07/2023,LS3,LS3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/07/2023,LS7,LS7 4,SHOUTING,Out ofHours,Out ofHours
01/07/2023,LS8,LS8 3,PARTY,Out ofHours,Out ofHours
01/07/2023,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/07/2023,LS12,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS9,LS9 0,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,WF3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS14,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/08/2023,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
31/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS15,LS15 8,DOG BARKING,Out ofHours,Out ofHours
31/08/2023,WF3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS19,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS16,LS16 5,DOG BARKING,Out ofHours,Out ofHours
31/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,WF3,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS20,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS1,LS1 4,ALARM,Out ofHours,Out ofHours
31/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
31/08/2023,LS9,LS9 0,TV,Out ofHours,Out ofHours
31/08/2023,LS11,LS11 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,WF10,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS13,LS13 2,TV,Out ofHours,Out ofHours
30/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS11,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS7,LS7 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/08/2023,,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
30/08/2023,LS8,LS8 1,DOG BARKING,Out ofHours,Out ofHours
30/08/2023,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
30/08/2023,LS1,LS1 5,OTHER,Out ofHours,Out ofHours
30/08/2023,LS6,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/08/2023,LS27,LS27 8,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS19,LS19 7,SHOUTING,Out ofHours,Out ofHours
29/08/2023,LS27,LS27 8,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS8,LS8 1,DOG BARKING,Out ofHours,Out ofHours
29/08/2023,LS7,LS7 2,TV,Out ofHours,Out ofHours
29/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
29/08/2023,LS13,LS13 2,TV,Out ofHours,Out ofHours
29/08/2023,LS10,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS20,LS20 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/08/2023,LS8,LS8 1,DOG BARKING,Out ofHours,Out ofHours
29/08/2023,LS27,LS27 8,ALARM,Out ofHours,Out ofHours
29/08/2023,LS10,LS10 2,SHOUTING,Out ofHours,Out ofHours
29/08/2023,LS20,LS20 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/08/2023,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
29/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS8,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
29/08/2023,LS9,LS9 0,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
29/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS13,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS6,LS6 4,DOG BARKING,Out ofHours,Out ofHours
28/08/2023,LS6,LS6 1,DIY,Out ofHours,Out ofHours
28/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS8,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS8,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS15,LS15 8,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS27,LS27 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/08/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS13,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS8,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS10,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
28/08/2023,LS15,LS15 7,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS10,LS10 1,PARTY,Out ofHours,Out ofHours
27/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
27/08/2023,LS11,LS11 5,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS26,LS26 8,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS14,LS14 6,SHOUTING,Out ofHours,Out ofHours
27/08/2023,LS16,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS10,LS10 1,PARTY,Out ofHours,Out ofHours
27/08/2023,LS20,LS20 9,SHOUTING,Out ofHours,Out ofHours
27/08/2023,LS15,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS11,LS11 9,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
27/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS11,LS11 9,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
27/08/2023,LS13,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS16,LS16 5,PARTY,Out ofHours,Out ofHours
27/08/2023,LS1,LS1 6,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS16,LS16 5,PARTY,Out ofHours,Out ofHours
27/08/2023,LS27,LS27 7,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS16,LS16 5,PARTY,Out ofHours,Out ofHours
27/08/2023,LS20,LS20 8,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS19,LS19 6,ALARM,Out ofHours,Out ofHours
27/08/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS8,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS6,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/08/2023,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
27/08/2023,LS7,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS14,LS14 2,SHOUTING,Out ofHours,Out ofHours
27/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/08/2023,LS7,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
27/08/2023,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
26/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
26/08/2023,LS12,LS12 4,DOG BARKING,Out ofHours,Out ofHours
26/08/2023,LS29 ,LS29 8,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS11,LS11 0,OTHER,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS8,LS8 2,PARTY,Out ofHours,Out ofHours
26/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 4,SHOUTING,Out ofHours,Out ofHours
26/08/2023,LS16,LS16 6,SHOUTING,Out ofHours,Out ofHours
26/08/2023,LS19,LS19 7,PARTY,Out ofHours,Out ofHours
26/08/2023,LS1,LS1 4,ALARM,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
26/08/2023,LS19,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS14,LS14 6,ALARM,Out ofHours,Out ofHours
26/08/2023,LS28,LS28 6,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
26/08/2023,LS7,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS15,LS15 8,PARTY,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS28,LS28 9,DOG BARKING,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS28,LS28 5,SHOUTING,Out ofHours,Out ofHours
26/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS11,LS11 9,LOUD MUSIC,Out ofHours,Out ofHours
26/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
26/08/2023,LS26,LS26 8,OTHER,Out ofHours,Out ofHours
26/08/2023,LS6,LS6 4,PARTY,Out ofHours,Out ofHours
26/08/2023,LS10,LS10 3,DOG BARKING,Out ofHours,Out ofHours
25/08/2023,LS21,LS21 2,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
25/08/2023,LS5,LS5 3,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS13,LS13 2,TV,Out ofHours,Out ofHours
25/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS13,LS13 4,DOG BARKING,Out ofHours,Out ofHours
25/08/2023,LS11,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS8,LS8 5,SHOUTING,Out ofHours,Out ofHours
25/08/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS14,LS14 6,SHOUTING,Out ofHours,Out ofHours
25/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS8,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS26,LS26 0,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS12,LS12 2,TV,Out ofHours,Out ofHours
25/08/2023,LS9,LS9 7,SHOUTING,Out ofHours,Out ofHours
25/08/2023,LS13,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS12,LS12 4,OTHER,Out ofHours,Out ofHours
25/08/2023,LS27,LS27 9,SHOUTING,Out ofHours,Out ofHours
25/08/2023,LS17,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
25/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS7,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS16,LS16 5,OTHER,Out ofHours,Out ofHours
24/08/2023,LS12,LS12 2,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
24/08/2023,LS7,LS7 3,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS7,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/08/2023,LS8,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
24/08/2023,LS16,LS16 6,TV,Out ofHours,Out ofHours
24/08/2023,LS6,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/08/2023,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
24/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
24/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS8,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS11,LS11 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/08/2023,LS6,LS6 2,ALARM,Out ofHours,Out ofHours
23/08/2023,LS28,LS28 9,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
23/08/2023,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
23/08/2023,LS19,LS19 7,SHOUTING,Out ofHours,Out ofHours
23/08/2023,LS13,LS13 2,OTHER,Out ofHours,Out ofHours
23/08/2023,LS12,LS12 5,PARTY,Out ofHours,Out ofHours
23/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
23/08/2023,LS8,LS8 3,ALARM,Out ofHours,Out ofHours
23/08/2023,LS14,LS14 1,OTHER,Out ofHours,Out ofHours
23/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
23/08/2023,LS11,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS6,LS6 1,ALARM,Out ofHours,Out ofHours
23/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
23/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS26,LS26 0,TV,Out ofHours,Out ofHours
23/08/2023,LS28,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
23/08/2023,LS13,LS13 2,OTHER,Out ofHours,Out ofHours
22/08/2023,LS16,LS16 6,SHOUTING,Out ofHours,Out ofHours
22/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS19,LS19 7,DOG BARKING,Out ofHours,Out ofHours
22/08/2023,LS17,LS17 7,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS26,LS26 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/08/2023,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
22/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS8,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,BD11,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
22/08/2023,LS10 ,LS10 1,SHOUTING,Out ofHours,Out ofHours
22/08/2023,LS11,LS11 7,OTHER,Out ofHours,Out ofHours
22/08/2023,LS11,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS11,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS11,LS11 7,SHOUTING,Out ofHours,Out ofHours
22/08/2023,LS11,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
22/08/2023,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
22/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS12,LS12 2,TV,Out ofHours,Out ofHours
21/08/2023,LS9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS27,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
21/08/2023,LS12,LS12 2,OTHER,Out ofHours,Out ofHours
21/08/2023,LS13,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
21/08/2023,LS14,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,BD11,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS12,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/08/2023,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
21/08/2023,LS9,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS17,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS11,LS11 8,DOG BARKING,Out ofHours,Out ofHours
21/08/2023,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
21/08/2023,LS4,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
21/08/2023,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/08/2023,LS6,LS6 1,ALARM,Out ofHours,Out ofHours
21/08/2023,LS17,LS17 6,PARTY,Out ofHours,Out ofHours
21/08/2023,LS17,LS17 6,PARTY,Out ofHours,Out ofHours
21/08/2023,LS26,LS26 0,OTHER,Out ofHours,Out ofHours
21/08/2023,LS5,LS5 3,PARTY,Out ofHours,Out ofHours
20/08/2023,LS13,LS13 2,DOG BARKING,Out ofHours,Out ofHours
20/08/2023,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS28,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS11,LS11 8,DOG BARKING,Out ofHours,Out ofHours
20/08/2023,LS9 ,LS8 6,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS13,LS13 2,TV,Out ofHours,Out ofHours
20/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
20/08/2023,LS17,LS17 8,OTHER,Out ofHours,Out ofHours
20/08/2023,LS27,LS27 8,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS12,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS13,LS13 2,TV,Out ofHours,Out ofHours
20/08/2023,LS13,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,BD11,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS27,LS27 9,SHOUTING,Out ofHours,Out ofHours
20/08/2023,LS5,LS5 3,LOUD MUSIC,Out ofHours,Out ofHours
20/08/2023,LS6,LS6 1,TV,Out ofHours,Out ofHours
20/08/2023,LS8,LS8 3,PARTY,Out ofHours,Out ofHours
